outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR,Continuity correction
death,JAN 2022,202203,all_ages_adj,Pfizer,"2,299","78,997,014","6,762","58,519,204.95",2.910236582,11.55518091,3.970529744,2.267555225,22.93202332,10.11310466,0
death,JAN 2022,202203,all_ages_adj,all_types,"4,778","138,813,385.9","6,762","58,519,204.95",3.442031163,11.55518091,3.357082014,2.287291082,22.93202332,10.02584389,0
death,JAN 2022,202204,5-11,all_types,1,"3,671,821",8,"14,408,272",0.0272344,0.0555237,2.038729419,,,,0
death,JAN 2022,202204,12-17,all_types,4,"9,356,303",11,"6,756,411",0.0427519,0.162808331,3.808210195,,,,0
death,JAN 2022,202204,18-29,all_types,18,"21,501,071",36,"12,732,506.45",0.08371676,0.282740874,3.377350891,,,,1
death,JAN 2022,202204,30-49,all_types,112,"40,212,882",309,"13,683,011.1",0.278517715,2.258274862,8.10819112,,,,1
death,JAN 2022,202204,50-64,all_types,516,"33,280,787","1,112","6,763,744.3",1.550444105,16.44059785,10.60379913,,,,1
death,JAN 2022,202204,65-79,all_types,"1,330","24,519,215.4","2,139","2,289,517.4",5.424317126,93.42580231,17.22351407,,,,1
death,JAN 2022,202204,80+,all_types,"1,748","7,080,817.45","2,026","1,135,323.7",24.68641527,178.4513086,7.228725058,,,,1
death,JAN 2022,202204,all_ages_adj,Janssen,353,"10,730,058","5,641","57,281,038.8",3.289823783,9.847935928,2.993453929,3.33485266,19.19226461,5.75505624,0
death,JAN 2022,202204,all_ages_adj,Moderna,"1,546","49,196,587","5,641","57,308,382.95",3.142494417,9.843237079,3.132300578,1.602632665,19.19143384,11.97494239,0
death,JAN 2022,202204,all_ages_adj,Pfizer,"1,828","79,623,255","5,641","57,768,785.95",2.295811695,9.764788903,4.253305672,1.813418387,19.19110517,10.58283367,0
death,JAN 2022,202204,all_ages_adj,all_types,"3,729","139,622,896.9","5,641","57,768,785.95",2.670765386,9.764788903,3.656176224,1.789219789,19.19110517,10.72596295,0
death,FEB 2022,202205,5-11,all_types,0,"3,918,636",2,"14,266,400",0,0.014019,,,,,0
death,FEB 2022,202205,12-17,all_types,2,"9,438,711",4,"6,689,860",0.0211893,0.059792,2.821796271,,,,0
death,FEB 2022,202205,18-29,all_types,6,"21,608,223",25,"12,605,078.45",0.0277672,0.19833276,7.142697513,,,,1
death,FEB 2022,202205,30-49,all_types,72,"40,352,027",192,"13,540,074.1",0.178429698,1.418012919,7.947179944,,,,1
death,FEB 2022,202205,50-64,all_types,342,"33,353,736",746,"6,710,449.95",1.02537239,11.11698926,10.84190423,,,,1
death,FEB 2022,202205,65-79,all_types,"1,033","24,545,915.4","1,535","2,273,600.4",4.208439503,67.51406272,16.04254087,,,,1
death,FEB 2022,202205,80+,all_types,"1,109","7,087,572.45","1,477","1,130,270.7",15.64710637,130.67666,8.351490491,,,,1
death,FEB 2022,202205,all_ages_adj,Janssen,254,"10,759,743","3,981","56,741,625.45",2.360651179,7.016013321,2.972066938,2.396640305,13.72784123,5.727952252,1
death,FEB 2022,202205,all_ages_adj,Moderna,"1,096","49,319,790","3,981","56,764,497.6",2.222231684,7.013186355,3.155920422,1.126610109,13.72754601,12.1848241,1
death,FEB 2022,202205,all_ages_adj,Pfizer,"1,210","80,153,007","3,981","57,215,733.6",1.509612734,6.957876356,4.609047209,1.178106805,13.72744657,11.652124,1
death,FEB 2022,202205,all_ages_adj,all_types,"2,564","140,304,820.9","3,981","57,215,733.6",1.82744968,6.957876356,3.80742432,1.211750451,13.72744657,11.32860859,1
death,FEB 2022,202206,5-11,all_types,1,"4,188,677",5,"14,123,771",0.0238739,0.0354013,1.482846543,,,,0
death,FEB 2022,202206,12-17,all_types,0,"9,524,622",6,"6,625,444",0,0.090559969,,,,,0
death,FEB 2022,202206,18-29,all_types,4,"21,715,899",25,"12,495,554.45",0.0184197,0.200071154,10.86181244,,,,1
death,FEB 2022,202206,30-49,all_types,56,"40,489,273",122,"13,411,730.1",0.138308238,0.90965147,6.576986911,,,,1
death,FEB 2022,202206,50-64,all_types,212,"33,421,944",532,"6,666,552.95",0.634313791,7.980136121,12.5807388,,,,1
death,FEB 2022,202206,65-79,all_types,687,"24,570,137.4","1,150","2,258,032.4",2.79607716,50.92929579,18.21455306,,,,1
death,FEB 2022,202206,80+,all_types,766,"7,093,385.45","1,029","1,125,377.7",10.79879284,91.43596856,8.467239804,,,,1
death,FEB 2022,202206,all_ages_adj,Janssen,152,"10,785,026","2,869","56,245,275.45",1.409361461,5.100872877,3.619279382,1.491756491,9.997392907,6.701759281,1
death,FEB 2022,202206,all_ages_adj,Moderna,727,"49,430,813","2,869","56,263,459.6",1.470742551,5.099224293,3.4671087,0.747482933,9.99733091,13.3746611,1
death,FEB 2022,202206,all_ages_adj,Pfizer,843,"80,716,557","2,869","56,706,462.6",1.04439539,5.059388063,4.844322479,0.830006949,9.997139736,12.04464583,1
death,FEB 2022,202206,all_ages_adj,all_types,"1,726","141,003,937.9","2,869","56,706,462.6",1.224079289,5.059388063,4.133219236,0.819773458,9.997139736,12.19500295,1
death,FEB 2022,202207,5-11,all_types,0,"4,438,256",3,"14,029,186",0,0.021384,,,,,0
death,FEB 2022,202207,12-17,all_types,0,"9,605,397",1,"6,578,606",0,0.0152008,,,,,0
death,FEB 2022,202207,18-29,all_types,3,"21,824,639",14,"12,406,571.45",0.0137459,0.112843424,8.209223293,,,,1
death,FEB 2022,202207,30-49,all_types,33,"40,624,024",92,"13,311,313.8",0.081232721,0.691141396,8.508165046,,,,1
death,FEB 2022,202207,50-64,all_types,147,"33,484,744",371,"6,635,404.95",0.439005895,5.591218664,12.73609018,,,,1
death,FEB 2022,202207,65-79,all_types,471,"24,591,118.4",718,"2,247,008.4",1.915325657,31.95359661,16.68311418,,,,1
death,FEB 2022,202207,80+,all_types,500,"7,098,536.45",617,"1,121,714.7",7.043705467,55.00507393,7.809110444,,,,1
death,FEB 2022,202207,all_ages_adj,Janssen,91,"10,805,656","1,816","55,877,709.3",0.842151555,3.249954271,3.859108557,0.832183788,6.315298806,7.58882701,1
death,FEB 2022,202207,all_ages_adj,Moderna,534,"49,539,765","1,816","55,893,881.3",1.077921948,3.249013949,3.014145833,0.552920446,6.315321219,11.42175383,1
death,FEB 2022,202207,all_ages_adj,Pfizer,527,"81,250,370","1,816","56,329,805.3",0.648612431,3.223870543,4.97041128,0.51387451,6.315243233,12.28946584,1
death,FEB 2022,202207,all_ages_adj,all_types,"1,154","141,666,714.9","1,816","56,329,805.3",0.814587958,3.223870543,3.957670268,0.543561344,6.315243233,11.61827144,1
death,FEB 2022,202208,5-11,all_types,0,"4,657,831",0,"13,935,173",0,0,,,,,0
death,FEB 2022,202208,12-17,all_types,0,"9,679,955",1,"6,533,570",0,0.0153056,,,,,0
death,FEB 2022,202208,18-29,all_types,2,"21,929,308",9,"12,329,583.45",0.0091202,0.072995167,8.003667472,,,,1
death,FEB 2022,202208,30-49,all_types,11,"40,750,250",70,"13,229,823.8",0.0269937,0.529107576,19.6011509,,,,1
death,FEB 2022,202208,50-64,all_types,94,"33,541,898",240,"6,607,367.95",0.280246514,3.632308687,12.96111994,,,,1
death,FEB 2022,202208,65-79,all_types,293,"24,610,680.4",482,"2,237,585.2",1.190540023,21.5410792,18.09353637,,,,1
death,FEB 2022,202208,80+,all_types,353,"7,103,188.45",422,"1,118,682.7",4.969599251,37.72293967,7.590740775,,,,1
death,FEB 2022,202208,all_ages_adj,Janssen,61,"10,824,642","1,224","55,546,561.1",0.563529029,2.203556756,3.910280822,0.583133779,4.277379563,7.335159991,1
death,FEB 2022,202208,all_ages_adj,Moderna,330,"49,656,786","1,224","55,564,798.1",0.664561738,2.202833524,3.314716148,0.335623405,4.27739401,12.74462373,1
death,FEB 2022,202208,all_ages_adj,Pfizer,362,"81,721,252","1,224","55,991,786.1",0.442969229,2.186034926,4.93495887,0.351159829,4.277380572,12.18072292,1
death,FEB 2022,202208,all_ages_adj,all_types,753,"142,273,110.9","1,224","55,991,786.1",0.529263749,2.186034926,4.130331864,0.352623198,4.277380572,12.13017352,1
death,MAR 2022,202209,5-11,all_types,0,"4,826,496",0,"13,861,614",0,0,,,,,0
death,MAR 2022,202209,12-17,all_types,0,"9,740,407",0,"6,497,749",0,0,,,,,0
death,MAR 2022,202209,18-29,all_types,0,"22,020,151",5,"12,259,805.45",0,0.0407837,,,,,1
death,MAR 2022,202209,30-49,all_types,15,"40,857,455",50,"13,159,690.8",0.036713,0.379948137,10.3491426,,,,1
death,MAR 2022,202209,50-64,all_types,70,"33,588,564",168,"6,583,475.95",0.208404265,2.551843453,12.24467959,,,,1
death,MAR 2022,202209,65-79,all_types,220,"24,627,280.4",332,"2,229,126.2",0.893318289,14.89372831,16.6723647,,,,1
death,MAR 2022,202209,80+,all_types,281,"7,107,371.45",278,"1,115,785.7",3.95364168,24.91517861,6.301830217,,,,1
death,MAR 2022,202209,all_ages_adj,Janssen,36,"10,843,645",833,"55,268,299.1",0.331991687,1.507193117,4.539851975,0.335451892,2.924115653,8.716944886,1
death,MAR 2022,202209,all_ages_adj,Moderna,261,"49,750,778",833,"55,286,701.1",0.524614912,1.506691453,2.871995095,0.267225117,2.924125742,10.94255575,1
death,MAR 2022,202209,all_ages_adj,Pfizer,289,"82,103,270",833,"55,707,247.1",0.351995724,1.495317115,4.248111585,0.282821383,2.924125742,10.3391254,1
death,MAR 2022,202209,all_ages_adj,all_types,586,"142,767,724.9",833,"55,707,247.1",0.410456916,1.495317115,3.64305499,0.276567537,2.924125742,10.57291746,1
death,MAR 2022,202210,5-11,all_types,0,"4,959,144",1,"13,805,390",0,0.00724355,,,,,0
death,MAR 2022,202210,12-17,all_types,0,"9,791,338",1,"6,470,202",0,0.0154555,,,,,0
death,MAR 2022,202210,18-29,all_types,0,"22,096,386",9,"12,204,008.45",0,0.073746262,,,,,1
death,MAR 2022,202210,30-49,all_types,11,"40,944,852",40,"13,103,916.15",0.0268654,0.305252259,11.3622805,,,,1
death,MAR 2022,202210,50-64,all_types,48,"33,626,726",100,"6,564,385.95",0.142743602,1.523371733,10.67208414,,,,1
death,MAR 2022,202210,65-79,all_types,150,"24,640,990.4",204,"2,222,985",0.608741766,9.176850046,15.07511159,,,,1
death,MAR 2022,202210,80+,all_types,172,"7,110,799.45",207,"1,113,694.7",2.418856012,18.58678146,7.684120661,,,,1
death,MAR 2022,202210,all_ages_adj,Janssen,21,"10,858,845",562,"52,867,821.25",0.193390734,1.063028486,5.496791221,0.194423453,1.943879232,9.99817254,1
death,MAR 2022,202210,all_ages_adj,Moderna,181,"49,823,204",562,"55,067,555.25",0.363284545,1.020564645,2.809270747,0.179921231,1.943732933,10.80324387,1
death,MAR 2022,202210,all_ages_adj,Pfizer,179,"82,418,277",562,"55,484,582.25",0.217184836,1.012893992,4.663741765,0.176462463,1.943698599,11.01479922,1
death,MAR 2022,202210,all_ages_adj,all_types,381,"143,170,235.9",562,"55,484,582.25",0.266116765,1.012893992,3.806201357,0.179324375,1.943698599,10.83900944,1
death,MAR 2022,202211,5-11,all_types,0,"5,062,264",1,"13,755,053",0,0.00727006,,,,,0
death,MAR 2022,202211,12-17,all_types,0,"9,832,023",0,"6,443,604",0,0,,,,,0
death,MAR 2022,202211,18-29,all_types,1,"22,160,702",8,"12,152,553.45",0.00451249,0.065829787,14.58834283,,,,1
death,MAR 2022,202211,30-49,all_types,7,"41,019,286",28,"13,052,326.15",0.0170651,0.214521149,12.57072051,,,,1
death,MAR 2022,202211,50-64,all_types,30,"33,658,355",79,"6,546,289.95",0.089130916,1.20679042,13.53952679,,,,1
death,MAR 2022,202211,65-79,all_types,109,"24,652,713.4",152,"2,216,396",0.442142,6.857980253,15.51080933,,,,1
death,MAR 2022,202211,80+,all_types,132,"7,113,778.45",127,"1,111,410.7",1.855553992,11.42691896,6.158224988,,,,1
death,MAR 2022,202211,all_ages_adj,Janssen,20,"10,872,275",395,"54,843,358.25",0.18395414,0.720233065,3.915285973,0.181577419,1.371831956,7.555080146,1
death,MAR 2022,202211,all_ages_adj,Moderna,139,"49,884,019",395,"54,863,196.25",0.278646354,0.719972636,2.583822204,0.141553181,1.371846629,9.691386765,1
death,MAR 2022,202211,all_ages_adj,Pfizer,119,"82,673,460",395,"55,277,633.25",0.143939784,0.714574733,4.964400468,0.117276616,1.371825303,11.6973473,1
death,MAR 2022,202211,all_ages_adj,all_types,279,"143,499,121.9",395,"55,277,633.25",0.194426277,0.714574733,3.675299162,0.131411605,1.371825303,10.43914886,1
death,MAR 2022,202212,5-11,all_types,0,"5,141,792",1,"13,704,213",0,0.00729703,,,,,0
death,MAR 2022,202212,12-17,all_types,0,"9,864,290",0,"6,411,580",0,0,,,,,0
death,MAR 2022,202212,18-29,all_types,1,"22,213,209",2,"12,104,880.45",0.00450183,0.0165223,3.670124474,,,,1
death,MAR 2022,202212,30-49,all_types,7,"41,079,914",21,"13,004,327.15",0.01704,0.16148471,9.47682572,,,,1
death,MAR 2022,202212,50-64,all_types,25,"33,683,636",55,"6,528,921.95",0.074220016,0.842405537,11.35011259,,,,1
death,MAR 2022,202212,65-79,all_types,69,"24,662,281.4",121,"2,210,574",0.279779469,5.473691448,19.56430707,,,,1
death,MAR 2022,202212,80+,all_types,101,"7,116,171.45",99,"1,109,283.7",1.41930251,8.92467815,6.288073253,,,,1
death,MAR 2022,202212,all_ages_adj,Janssen,17,"10,883,271",299,"54,642,359.25",0.156203039,0.547194528,3.503097848,0.172539044,1.059237691,6.139118818,1
death,MAR 2022,202212,all_ages_adj,Moderna,105,"49,933,748",299,"54,661,841.25",0.210278628,0.546999503,2.601308128,0.112506547,1.059240597,9.414924103,1
death,MAR 2022,202212,all_ages_adj,Pfizer,81,"82,875,242",299,"55,073,780.25",0.097737271,0.542908075,5.554770132,0.078922425,1.059219224,13.42101725,1
death,MAR 2022,202212,all_ages_adj,all_types,203,"143,761,293.9",299,"55,073,780.25",0.141206297,0.542908075,3.844786564,0.097142172,1.059219224,10.9038042,1
death,MAR 2022,202213,5-11,all_types,0,"5,208,619",0,"13,656,934",0,0,,,,,0
death,MAR 2022,202213,12-17,all_types,0,"9,892,412",1,"6,395,240",0,0.0156366,,,,,0
death,MAR 2022,202213,18-29,all_types,1,"22,260,310",2,"12,064,267.45",0.0044923,0.0165779,3.690287884,,,,1
death,MAR 2022,202213,30-49,all_types,5,"41,132,789",11,"12,964,839.15",0.0121558,0.084844863,6.979811686,,,,1
death,MAR 2022,202213,50-64,all_types,20,"33,706,215",41,"6,510,546.95",0.0593362,0.629747398,10.61320059,,,,1
death,MAR 2022,202213,65-79,all_types,63,"24,670,881.4",75,"2,197,928",0.255361772,3.41230468,13.36262922,,,,1
death,MAR 2022,202213,80+,all_types,91,"7,118,662.45",89,"1,105,148.7",1.278330032,8.05321492,6.299793259,,,,1
death,MAR 2022,202213,all_ages_adj,Janssen,8,"10,893,161",219,"52,314,220.25",0.073440574,0.418624227,5.700176376,0.083695318,0.7632031,9.118826695,1
death,MAR 2022,202213,all_ages_adj,Moderna,81,"49,979,211",219,"54,484,944.25",0.162067384,0.401945901,2.480115925,0.083689098,0.763202996,9.119503217,1
death,MAR 2022,202213,all_ages_adj,Pfizer,91,"83,049,956",219,"54,894,904.25",0.109572605,0.398944133,3.640911288,0.089083303,0.763190092,8.567150778,1
death,MAR 2022,202213,all_ages_adj,all_types,180,"143,989,888.9",219,"54,894,904.25",0.125008778,0.398944133,3.191328967,0.085647123,0.763190092,8.91086663,1
death,APR 2022,202214,5-11,all_types,0,"5,266,730",1,"13,631,086",0,0.00733617,,,,,0
death,APR 2022,202214,12-17,all_types,0,"9,916,814",0,"6,378,195",0,0,,,,,0
death,APR 2022,202214,18-29,all_types,2,"22,299,492",2,"12,024,950.45",0.0089688,0.0166321,1.854435251,,,,1
death,APR 2022,202214,30-49,all_types,3,"41,176,717",12,"12,926,782.15",0.00728567,0.092830527,12.74152114,,,,1
death,APR 2022,202214,50-64,all_types,16,"33,726,415",42,"6,488,066.95",0.0474406,0.647342272,13.64533382,,,,1
death,APR 2022,202214,65-79,all_types,68,"24,679,293.4",67,"2,178,183",0.275534631,3.075958264,11.16359948,,,,1
death,APR 2022,202214,80+,all_types,99,"7,121,672.45",76,"1,097,238.7",1.390122906,6.926478259,4.982637312,,,,1
death,APR 2022,202214,all_ages_adj,Janssen,13,"10,903,104",200,"54,296,899.25",0.119232101,0.368345159,3.089311984,0.124205951,0.69405533,5.587939434,1
death,APR 2022,202214,all_ages_adj,Moderna,91,"50,017,875",200,"54,316,412.25",0.181934958,0.368212832,2.023870706,0.093045122,0.694058266,7.459372988,1
death,APR 2022,202214,all_ages_adj,Pfizer,84,"83,201,764",200,"54,724,502.25",0.100959398,0.365467006,3.619940428,0.082380365,0.694036832,8.424784592,1
death,APR 2022,202214,all_ages_adj,all_types,188,"144,187,133.9",200,"54,724,502.25",0.130386114,0.365467006,2.802959582,0.08892253,0.694036832,7.8049605,1
death,APR 2022,202215,5-11,all_types,0,"5,313,660",1,"13,608,876",0,0.00734815,,,,,0
death,APR 2022,202215,12-17,all_types,0,"9,936,487",1,"6,365,660",0,0.0157093,,,,,0
death,APR 2022,202215,18-29,all_types,1,"22,334,012",6,"11,984,049.45",0.00447748,0.0500665,11.18186908,,,,1
death,APR 2022,202215,30-49,all_types,8,"41,215,344",14,"12,886,771.15",0.0194102,0.10863854,5.596968485,,,,1
death,APR 2022,202215,50-64,all_types,32,"33,750,173",44,"6,463,746.95",0.094814329,0.680719718,7.179502576,,,,1
death,APR 2022,202215,65-79,all_types,68,"24,698,245.4",68,"2,158,701.45",0.275323202,3.150041892,11.44125113,,,,1
death,APR 2022,202215,80+,all_types,105,"7,127,370.45",83,"1,088,874.7",1.473194087,7.622548306,5.174164338,,,,1
death,APR 2022,202215,all_ages_adj,Janssen,13,"10,912,304",217,"54,130,741.7",0.119131578,0.400881261,3.365029377,0.107190541,0.744181781,6.94260681,1
death,APR 2022,202215,all_ages_adj,Moderna,89,"50,060,982",217,"54,150,362.7",0.177783169,0.400736005,2.254071676,0.092589586,0.744188609,8.037497965,1
death,APR 2022,202215,all_ages_adj,Pfizer,112,"83,340,706",217,"54,556,679.7",0.13438811,0.397751478,2.959722233,0.111396708,0.744154408,6.68021903,1
death,APR 2022,202215,all_ages_adj,all_types,214,"144,375,291.9",217,"54,556,679.7",0.148224809,0.397751478,2.683433914,0.102719895,0.744154408,7.244501254,1
death,APR 2022,202216,5-11,all_types,0,"5,350,337",1,"13,580,201",0,0.00736366,,,,,0
death,APR 2022,202216,12-17,all_types,0,"9,952,875",0,"6,347,623",0,0,,,,,0
death,APR 2022,202216,18-29,all_types,0,"22,364,361",0,"11,951,710.45",0,0,,,,,1
death,APR 2022,202216,30-49,all_types,4,"41,248,951",10,"12,854,477.15",0.0096972,0.077793907,8.022292645,,,,1
death,APR 2022,202216,50-64,all_types,24,"33,789,965",30,"6,443,113.95",0.071027005,0.46561337,6.555441449,,,,1
death,APR 2022,202216,65-79,all_types,70,"24,762,598.4",56,"2,141,613.45",0.282684389,2.614850967,9.250072052,,,,1
death,APR 2022,202216,80+,all_types,144,"7,146,255.45",94,"1,080,955.7",2.015041318,8.696008541,4.315548502,,,,1
death,APR 2022,202216,all_ages_adj,Janssen,17,"10,920,448",191,"53,975,695.7",0.155671269,0.35386297,2.27314245,0.171937901,0.674299466,3.921761636,1
death,APR 2022,202216,all_ages_adj,Moderna,96,"50,138,300",191,"53,995,471.7",0.191470393,0.353733367,1.847457257,0.099286653,0.674298322,6.791429712,1
death,APR 2022,202216,all_ages_adj,Pfizer,127,"83,498,105",191,"54,399,694.7",0.15209926,0.351104912,2.30839329,0.123773173,0.67427689,5.447682005,1
death,APR 2022,202216,all_ages_adj,all_types,242,"144,615,342.9",191,"54,399,694.7",0.167340474,0.351104912,2.098146991,0.115075951,0.67427689,5.85940748,1
death,APR 2022,202217,5-11,all_types,0,"5,382,879",0,"13,554,633",0,0,,,,,0
death,APR 2022,202217,12-17,all_types,0,"9,967,797",1,"6,332,744",0,0.0157909,,,,,0
death,APR 2022,202217,18-29,all_types,2,"22,392,229",1,"11,919,200.45",0.0089317,0.0083898,0.939334358,,,,1
death,APR 2022,202217,30-49,all_types,11,"41,280,151",17,"12,822,683.15",0.0266472,0.132577557,4.97529232,,,,1
death,APR 2022,202217,50-64,all_types,30,"33,830,223",21,"6,422,823.95",0.088678103,0.326958985,3.687031792,,,,1
death,APR 2022,202217,65-79,all_types,102,"24,826,544.25",81,"2,126,001.45",0.410850576,3.809969179,9.273369453,,,,1
death,APR 2022,202217,80+,all_types,161,"7,166,961.45",122,"1,073,291.7",2.246419227,11.36690054,5.060008568,,,,1
death,APR 2022,202217,all_ages_adj,Janssen,16,"10,928,233",243,"51,704,878.7",0.146409763,0.469974993,3.209997642,0.165484748,0.887177101,5.361080783,1
death,APR 2022,202217,all_ages_adj,Moderna,116,"50,213,821",243,"51,724,480.7",0.231012095,0.469796887,2.033646274,0.122556196,0.887174767,7.238922215,1
death,APR 2022,202217,all_ages_adj,Pfizer,170,"83,650,733",243,"54,251,377.7",0.203225954,0.447914892,2.204024063,0.166541737,0.887162137,5.326965812,1
death,APR 2022,202217,all_ages_adj,all_types,306,"144,846,784.7",243,"54,251,377.7",0.21125771,0.447914892,2.120229803,0.146123169,0.887162137,6.071331096,1
death,MAY 2022,202218,5-11,all_types,0,"5,412,122",0,"13,530,336",0,0,,,,,0
death,MAY 2022,202218,12-17,all_types,0,"9,982,569",3,"6,319,452",0,0.0474725,,,,,0
death,MAY 2022,202218,18-29,all_types,1,"22,417,775",3,"11,887,554.45",0.00446075,0.0252365,5.657456736,,,,1
death,MAY 2022,202218,30-49,all_types,7,"41,307,823",15,"12,791,577.15",0.0169459,0.117264664,6.919925708,,,,1
death,MAY 2022,202218,50-64,all_types,26,"33,865,627",38,"6,403,730.75",0.07677401,0.593404087,7.729231337,,,,1
death,MAY 2022,202218,65-79,all_types,113,"24,876,948.25",88,"2,112,162.45",0.45423578,4.166346201,9.172210517,,,,1
death,MAY 2022,202218,80+,all_types,204,"7,184,445.45",147,"1,066,517.7",2.839467589,13.78317491,4.8541406,,,,1
death,MAY 2022,202218,all_ages_adj,Janssen,19,"10,935,896",294,"53,690,646.5",0.173739765,0.547581412,3.151733352,0.194548838,1.053115682,5.413117292,1
death,MAY 2022,202218,all_ages_adj,Moderna,136,"50,278,380",294,"53,710,337.5",0.270493998,0.54738066,2.023633297,0.135722925,1.053108539,7.759253217,1
death,MAY 2022,202218,all_ages_adj,Pfizer,190,"83,784,281",294,"54,111,330.5",0.226772848,0.543324286,2.39589656,0.188173314,1.053070875,5.596281695,1
death,MAY 2022,202218,all_ages_adj,all_types,351,"145,047,309.7",294,"54,111,330.5",0.241990011,0.543324286,2.245234358,0.165833453,1.053070875,6.350171564,1
death,MAY 2022,202219,5-11,all_types,0,"5,439,051",3,"13,505,161",0,0.0222137,,,,,0
death,MAY 2022,202219,12-17,all_types,0,"9,997,823",1,"6,302,998",0,0.0158655,,,,,0
death,MAY 2022,202219,18-29,all_types,1,"22,443,227",5,"11,855,289.45",0.00445569,0.0421753,9.46549095,,,,1
death,MAY 2022,202219,30-49,all_types,12,"41,335,070",22,"12,761,836.15",0.029031,0.172388987,5.938092354,,,,1
death,MAY 2022,202219,50-64,all_types,31,"33,898,851",41,"6,384,936.75",0.091448527,0.642136353,7.021833729,,,,1
death,MAY 2022,202219,65-79,all_types,134,"24,919,891.25",91,"2,098,614.9",0.537723053,4.336193363,8.063990077,,,,1
death,MAY 2022,202219,80+,all_types,218,"7,200,912.45",185,"1,060,190.7",3.027394119,17.44969089,5.763931027,,,,1
death,MAY 2022,202219,all_ages_adj,Janssen,28,"10,942,949",348,"51,436,858.95",0.255872526,0.676557642,2.644119918,0.242663347,1.230368757,5.070270277,1
death,MAY 2022,202219,all_ages_adj,Moderna,161,"50,337,432",348,"53,569,551.95",0.319841505,0.649622756,2.031077101,0.164250483,1.229889067,7.487887053,1
death,MAY 2022,202219,all_ages_adj,Pfizer,204,"83,909,441",348,"53,969,026.95",0.243119246,0.644814294,2.652255242,0.198741017,1.229812157,6.188013807,1
death,MAY 2022,202219,all_ages_adj,all_types,396,"145,234,825.7",348,"53,969,026.95",0.272661876,0.644814294,2.364886151,0.187243527,1.229812157,6.567982232,1
death,MAY 2022,202220,5-11,all_types,0,"5,463,875",0,"13,477,782",0,0,,,,,0
death,MAY 2022,202220,12-17,all_types,0,"10,010,852",1,"6,286,509",0,0.0159071,,,,,0
death,MAY 2022,202220,18-29,all_types,1,"22,468,430",2,"11,821,420.45",0.00445069,0.0169184,3.801307989,,,,1
death,MAY 2022,202220,30-49,all_types,8,"41,362,030",20,"12,729,093.15",0.0193414,0.157120384,8.123522531,,,,1
death,MAY 2022,202220,50-64,all_types,31,"33,931,520",45,"6,364,813.75",0.091360481,0.707012047,7.738707556,,,,1
death,MAY 2022,202220,65-79,all_types,121,"24,958,729.25",94,"2,085,076.9",0.484800323,4.508227011,9.29914193,,,,1
death,MAY 2022,202220,80+,all_types,254,"7,215,795.45",181,"1,053,674.7",3.520055436,17.17797723,4.880030311,,,,1
death,MAY 2022,202220,all_ages_adj,Janssen,31,"10,950,263",343,"53,401,331.95",0.283098223,0.642306076,2.268845311,0.345778013,1.235929985,3.574345209,1
death,MAY 2022,202220,all_ages_adj,Moderna,163,"50,393,521",343,"53,420,622.95",0.323454279,0.64207413,1.985053751,0.165095952,1.235929591,7.486128976,1
death,MAY 2022,202220,all_ages_adj,Pfizer,219,"84,026,435",343,"53,818,369.95",0.260632264,0.637328853,2.445318331,0.213846645,1.235917175,5.779455519,1
death,MAY 2022,202220,all_ages_adj,all_types,415,"145,411,231.7",343,"53,818,369.95",0.285397486,0.637328853,2.233127073,0.196407566,1.235917175,6.292614887,1
death,MAY 2022,202221,5-11,all_types,0,"5,487,095",2,"13,447,881",0,0.0148722,,,,,0
death,MAY 2022,202221,12-17,all_types,0,"10,023,796",1,"6,271,773",0,0.0159445,,,,,0
death,MAY 2022,202221,18-29,all_types,0,"22,491,952",4,"11,790,027.45",0,0.033927,,,,,1
death,MAY 2022,202221,30-49,all_types,12,"41,387,411",19,"12,698,641.15",0.0289943,0.149622308,5.160399971,,,,1
death,MAY 2022,202221,50-64,all_types,46,"33,962,964",49,"6,344,541.75",0.135441653,0.772317402,5.702214807,,,,1
death,MAY 2022,202221,65-79,all_types,137,"24,993,644.85",103,"2,071,934.9",0.54813934,4.971198661,9.069224365,,,,1
death,MAY 2022,202221,80+,all_types,230,"7,228,484.45",163,"1,047,712.7",3.181856468,15.55770012,4.889504061,,,,1
death,MAY 2022,202221,all_ages_adj,Janssen,23,"10,956,003",341,"53,257,369.95",0.209930574,0.640286969,3.049993894,0.219085692,1.236816638,5.645355595,1
death,MAY 2022,202221,all_ages_adj,Moderna,174,"50,446,024",341,"53,276,607.95",0.34492312,0.640055764,1.855647611,0.171770586,1.236818126,7.200406976,1
death,MAY 2022,202221,all_ages_adj,Pfizer,224,"84,136,946",341,"53,672,511.95",0.266232625,0.635334527,2.386388697,0.219345322,1.23676278,5.638427894,1
death,MAY 2022,202221,all_ages_adj,all_types,425,"145,575,347.3",341,"53,672,511.95",0.291945036,0.635334527,2.17621281,0.200127571,1.23676278,6.179872028,1
