outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR,Continuity correction
case,APR 2021,202114,12-17,all_types,7,"37,563","29,779","17,419,211",18.63535926,170.9549302,9.173685774,,,,0
case,APR 2021,202114,18-29,all_types,605,"2,566,968","72,753","30,729,886",23.56866155,236.7499834,10.04511787,,,,0
case,APR 2021,202114,30-49,all_types,"1,702","7,496,182","94,039","40,556,939",22.70489164,231.8690767,10.21229612,,,,0
case,APR 2021,202114,50-64,all_types,"1,429","7,526,807","48,476","22,811,353",18.98547419,212.508219,11.19320049,,,,0
case,APR 2021,202114,65-79,all_types,"1,562","14,492,776","14,183","7,599,545",10.77778336,186.6295943,17.31613896,,,,0
case,APR 2021,202114,80+,all_types,717,"4,974,044","3,447","2,497,663",14.41483027,138.0090108,9.574098915,,,,0
case,APR 2021,202114,all_ages_adj,Janssen,"1,064","2,328,579","262,677","121,614,597",45.69310296,215.9913419,4.727000967,41.22050577,214.122036,5.194551402,0
case,APR 2021,202114,all_ages_adj,Moderna,"1,645","16,226,512","262,677","121,614,597",10.13773015,215.9913419,21.30569058,23.0637401,214.122036,9.283925119,0
case,APR 2021,202114,all_ages_adj,Pfizer,"3,305","18,491,327","262,677","121,614,597",17.87324404,215.9913419,12.08461886,20.64473292,214.122036,10.37175133,0
case,APR 2021,202114,all_ages_adj,all_types,"6,022","37,094,340","262,677","121,614,597",16.23428264,215.9913419,13.30464343,20.10243454,214.122036,10.65154748,0
case,APR 2021,202115,12-17,all_types,5,"56,419","29,407","17,153,164",8.862262713,171.4377592,19.34469388,,,,0
case,APR 2021,202115,18-29,all_types,693,"3,198,800","66,899","28,831,838",21.66437414,232.0316866,10.71028801,,,,0
case,APR 2021,202115,30-49,all_types,"1,935","9,179,666","87,707","37,460,452",21.07919831,234.1322523,11.10726551,,,,0
case,APR 2021,202115,50-64,all_types,"1,751","9,670,653","43,741","20,683,527",18.10632643,211.4774719,11.67975584,,,,0
case,APR 2021,202115,65-79,all_types,"1,848","16,563,117","13,558","6,954,103",11.15732021,194.9640378,17.47409182,,,,0
case,APR 2021,202115,80+,all_types,847,"5,413,267","3,168","2,357,231.55",15.64674346,134.3949431,8.589323617,,,,1
case,APR 2021,202115,all_ages_adj,Janssen,"1,363","3,023,519","244,480","113,440,315.6",45.07992177,215.5142101,4.780713933,48.55710401,214.6994061,4.421585894,0
case,APR 2021,202115,all_ages_adj,Moderna,"1,901","18,995,679","244,480","113,440,315.6",10.00753908,215.5142101,21.53518546,11.1549114,214.6994061,19.24707408,0
case,APR 2021,202115,all_ages_adj,Pfizer,"3,802","22,010,817","244,480","113,440,315.6",17.2733252,215.5142101,12.47670657,18.24687969,214.6994061,11.76636278,0
case,APR 2021,202115,all_ages_adj,all_types,"7,079","44,081,922","244,480","113,440,315.6",16.05873719,215.5142101,13.42037096,18.05244815,214.6994061,11.89309086,0
case,APR 2021,202116,12-17,all_types,6,"89,696","25,283","16,882,290",6.689261506,149.7604887,22.38819465,,,,0
case,APR 2021,202116,18-29,all_types,819,"4,163,347","51,981","27,329,484",19.67167282,190.2011761,9.668785056,,,,0
case,APR 2021,202116,30-49,all_types,"2,200","11,473,056","71,534","35,067,676",19.17536182,203.9884251,10.6380483,,,,0
case,APR 2021,202116,50-64,all_types,"1,987","12,537,188","35,163","19,183,311",15.84884904,183.2999528,11.56550563,,,,0
case,APR 2021,202116,65-79,all_types,"1,839","18,156,172","11,577","6,478,054",10.12878706,178.7110759,17.64387728,,,,0
case,APR 2021,202116,80+,all_types,792,"5,758,866","2,808","2,250,907.55",13.75270756,124.7496815,9.070917922,,,,1
case,APR 2021,202116,all_ages_adj,Janssen,"1,827","4,646,911","198,346","107,191,722.6",39.31644053,185.0385415,4.70639099,35.41115605,185.9167244,5.250230298,0
case,APR 2021,202116,all_ages_adj,Moderna,"2,030","21,803,539","198,346","107,191,722.6",9.310415158,185.0385415,19.87435988,13.73316862,185.9167244,13.53778792,0
case,APR 2021,202116,all_ages_adj,Pfizer,"3,772","25,668,889","198,346","107,191,722.6",14.69483155,185.0385415,12.5920832,15.28259566,185.9167244,12.16525834,0
case,APR 2021,202116,all_ages_adj,all_types,"7,643","52,178,325","198,346","107,191,722.6",14.64784468,185.0385415,12.63247567,16.13816493,185.9167244,11.52031381,0
case,APR 2021,202117,12-17,all_types,21,"147,702","23,680","16,642,563",14.21781696,142.2857765,10.00756846,,,,0
case,APR 2021,202117,18-29,all_types,879,"5,249,473","46,861","26,134,747",16.74453798,179.3053516,10.70828899,,,,0
case,APR 2021,202117,30-49,all_types,"2,486","13,923,176","62,303","33,190,316",17.85512156,187.7143924,10.51319599,,,,0
case,APR 2021,202117,50-64,all_types,"2,146","15,633,205","29,088","17,941,770",13.72719158,162.1244727,11.81046187,,,,0
case,APR 2021,202117,65-79,all_types,"1,862","19,274,005","9,814","6,094,047",9.660680279,161.0424075,16.66988274,,,,0
case,APR 2021,202117,80+,all_types,904,"5,996,367","2,362","2,165,516.55",15.07579506,109.0732832,7.234993763,,,,1
case,APR 2021,202117,all_ages_adj,Janssen,"2,092","5,815,996","174,108","102,168,959.6",35.96976339,170.4118362,4.737641289,32.8115875,170.576088,5.198653921,0
case,APR 2021,202117,all_ages_adj,Moderna,"2,181","24,807,390","174,108","102,168,959.6",8.791735043,170.4118362,19.38318607,14.52342228,170.576088,11.74489626,0
case,APR 2021,202117,all_ages_adj,Pfizer,"4,013","29,538,589","174,108","102,168,959.6",13.58561846,170.4118362,12.54354645,14.39935665,170.576088,11.84609092,0
case,APR 2021,202117,all_ages_adj,all_types,"8,298","60,223,928","174,108","102,168,959.6",13.77857652,170.4118362,12.36788401,15.48300282,170.576088,11.01699005,0
case,MAY 2021,202118,12-17,all_types,10,"249,097","18,744","16,483,081",4.014500375,113.7166043,28.32646499,,,,0
case,MAY 2021,202118,18-29,all_types,799,"6,318,601","37,167","25,284,436",12.64520422,146.9955668,11.62460995,,,,0
case,MAY 2021,202118,30-49,all_types,"2,112","16,338,142","51,003","31,826,718",12.92680649,160.2521504,12.39688631,,,,0
case,MAY 2021,202118,50-64,all_types,"1,901","18,547,934","24,330","17,016,985",10.24911993,142.9747984,13.94995857,,,,0
case,MAY 2021,202118,65-79,all_types,"1,601","20,051,018","8,401","5,786,669",7.984632002,145.1785129,18.18224219,,,,0
case,MAY 2021,202118,80+,all_types,823,"6,158,106","2,046","2,096,207.55",13.36449876,97.6048388,7.303292144,,,,1
case,MAY 2021,202118,all_ages_adj,Janssen,"1,580","5,838,884","141,691","98,494,096.55",27.05996557,143.8573528,5.316243011,24.81499201,145.5135274,5.863936098,0
case,MAY 2021,202118,all_ages_adj,Moderna,"1,881","27,974,857","141,691","98,494,096.55",6.72389496,143.8573528,21.39494351,6.599811481,145.5135274,22.04813393,0
case,MAY 2021,202118,all_ages_adj,Pfizer,"3,772","33,784,225","141,691","98,494,096.55",11.16497419,143.8573528,12.88470089,10.78521236,145.5135274,13.49194828,0
case,MAY 2021,202118,all_ages_adj,all_types,"7,246","67,662,898","141,691","98,494,096.55",10.70897082,143.8573528,13.43334998,10.92472257,145.5135274,13.31965425,0
case,MAY 2021,202119,12-17,all_types,17,"419,361","14,471","16,094,651",4.053786594,89.91185954,22.17972196,,,,0
case,MAY 2021,202119,18-29,all_types,708,"7,647,341","30,207","24,578,806",9.258119914,122.8985655,13.27467852,,,,0
case,MAY 2021,202119,30-49,all_types,"1,773","18,983,352","41,793","30,767,180",9.339762546,135.8363035,14.5438712,,,,0
case,MAY 2021,202119,50-64,all_types,"1,710","21,009,698","20,219","16,321,497",8.13909843,123.8795682,15.22030594,,,,0
case,MAY 2021,202119,65-79,all_types,"1,524","20,651,754","7,350","5,545,798.2",7.379518466,132.5327705,17.95954182,,,,1
case,MAY 2021,202119,80+,all_types,682,"6,282,385","1,967","2,040,255.55",10.85574985,96.40949145,8.88096104,,,,1
case,MAY 2021,202119,all_ages_adj,Janssen,"1,250","5,991,839","116,007","95,348,187.75",20.86170873,121.6667068,5.832058549,18.90657043,124.4432023,6.582008237,0
case,MAY 2021,202119,all_ages_adj,Moderna,"1,742","30,837,137","116,007","95,348,187.75",5.649032853,121.6667068,21.53761714,5.285876716,124.4432023,23.54258508,0
case,MAY 2021,202119,all_ages_adj,Pfizer,"3,406","38,097,649","116,007","95,348,187.75",8.940184209,121.6667068,13.6089709,8.349816945,124.4432023,14.90370425,0
case,MAY 2021,202119,all_ages_adj,all_types,"6,414","74,993,891","116,007","95,348,187.75",8.552696646,121.6667068,14.22553749,8.398632929,124.4432023,14.81707837,0
case,MAY 2021,202120,12-17,all_types,24,"692,450","10,506","14,822,054",3.465954221,70.88086442,20.45060607,,,,0
case,MAY 2021,202120,18-29,all_types,670,"9,307,793","22,508","23,803,571",7.198269235,94.55724101,13.13610785,,,,0
case,MAY 2021,202120,30-49,all_types,"1,793","21,757,216","31,536","29,615,120",8.240944062,106.4861463,12.92159557,,,,0
case,MAY 2021,202120,50-64,all_types,"1,570","22,943,719","15,193","15,631,086",6.842831365,97.19734125,14.20425787,,,,0
case,MAY 2021,202120,65-79,all_types,"1,354","21,159,779","5,639","5,319,133.2",6.398932616,106.0135136,16.56737459,,,,1
case,MAY 2021,202120,80+,all_types,634,"6,388,266","1,424","1,990,025.55",9.924445851,71.55687021,7.210162792,,,,1
case,MAY 2021,202120,all_ages_adj,Janssen,"1,119","6,360,486","86,806","91,180,989.75",17.59299525,95.20186197,5.411350404,15.99616536,97.341616,6.085309435,0
case,MAY 2021,202120,all_ages_adj,Moderna,"1,709","33,264,062","86,806","91,180,989.75",5.137676812,95.20186197,18.53013832,7.546746185,97.341616,12.89848812,0
case,MAY 2021,202120,all_ages_adj,Pfizer,"3,209","42,554,323","86,806","91,180,989.75",7.540949482,95.20186197,12.62465187,7.045454955,97.341616,13.81622857,0
case,MAY 2021,202120,all_ages_adj,all_types,"6,045","82,249,223","86,806","91,180,989.75",7.349613503,95.20186197,12.95331543,7.15132954,97.341616,13.61168094,0
case,MAY 2021,202121,12-17,all_types,26,"955,989","6,775","14,083,366",2.719696566,48.10639729,17.68814871,,,,0
case,MAY 2021,202121,18-29,all_types,608,"10,790,439","16,491","23,150,526",5.634617832,71.23380264,12.64217109,,,,0
case,MAY 2021,202121,30-49,all_types,"1,499","24,064,829","23,654","28,681,717",6.229007486,82.47065544,13.23977465,,,,0
case,MAY 2021,202121,50-64,all_types,"1,360","24,379,026","11,424","15,089,183",5.578565772,75.70986448,13.57156437,,,,0
case,MAY 2021,202121,65-79,all_types,"1,112","21,565,848","4,399","5,139,910.2",5.156300833,85.58515283,16.59816904,,,,1
case,MAY 2021,202121,80+,all_types,548,"6,476,278","1,111","1,949,952.55",8.461650349,56.97574538,6.733408145,,,,1
case,MAY 2021,202121,all_ages_adj,Janssen,955,"6,724,800","63,854","88,094,654.75",14.20116583,72.48339889,5.104045663,12.92041899,74.82931422,5.791554768,0
case,MAY 2021,202121,all_ages_adj,Moderna,"1,395","35,550,277","63,854","88,094,654.75",3.924020058,72.48339889,18.47171977,4.694074603,74.82931422,15.94122815,0
case,MAY 2021,202121,all_ages_adj,Pfizer,"2,795","45,885,636","63,854","88,094,654.75",6.091230816,72.48339889,11.89963097,5.666515971,74.82931422,13.20552428,0
case,MAY 2021,202121,all_ages_adj,all_types,"5,153","88,232,409","63,854","88,094,654.75",5.840257631,72.48339889,12.4109934,5.601373199,74.82931422,13.3591017,0
case,JUN 2021,202122,12-17,all_types,37,"1,211,331","5,009","13,628,706",3.054491299,36.75330585,12.0325456,,,,0
case,JUN 2021,202122,18-29,all_types,567,"11,966,351","13,023","22,699,490",4.73828655,57.37133301,12.10803365,,,,0
case,JUN 2021,202122,30-49,all_types,"1,463","25,919,838","18,941","28,020,909",5.6443254,67.5959513,11.97591324,,,,0
case,JUN 2021,202122,50-64,all_types,"1,259","25,525,974","8,970","14,710,139",4.93223099,60.9783497,12.36323883,,,,0
case,JUN 2021,202122,65-79,all_types,"1,030","21,908,524","3,489","5,016,517.2",4.701366464,69.55024494,14.7936234,,,,1
case,JUN 2021,202122,80+,all_types,474,"6,552,793",878,"1,922,837.55",7.233556744,45.66168369,6.312480196,,,,1
case,JUN 2021,202122,all_ages_adj,Janssen,825,"7,097,869","50,310","85,998,598.75",11.62320691,58.50095319,5.033116389,12.71854297,60.55493498,4.76115347,0
case,JUN 2021,202122,all_ages_adj,Moderna,"1,393","37,527,039","50,310","85,998,598.75",3.711990173,58.50095319,15.75999678,3.388817508,60.55493498,17.86904572,0
case,JUN 2021,202122,all_ages_adj,Pfizer,"2,609","48,387,019","50,310","85,998,598.75",5.391942,58.50095319,10.84970001,5.106959825,60.55493498,11.85733529,0
case,JUN 2021,202122,all_ages_adj,all_types,"4,830","93,084,811","50,310","85,998,598.75",5.188816465,58.50095319,11.274431,5.029401427,60.55493498,12.04018726,0
case,JUN 2021,202123,12-17,all_types,40,"1,415,873","4,229","13,228,856",2.825112139,31.96799481,11.31565518,,,,0
case,JUN 2021,202123,18-29,all_types,665,"12,799,054","12,039","22,290,126",5.195696494,54.01046185,10.39523034,,,,0
case,JUN 2021,202123,30-49,all_types,"1,490","27,232,047","17,112","27,421,316",5.471494669,62.40400716,11.40529434,,,,0
case,JUN 2021,202123,50-64,all_types,"1,406","26,361,371","8,095","14,375,346",5.333561748,56.31168808,10.55798934,,,,0
case,JUN 2021,202123,65-79,all_types,"1,053","22,174,503","3,124","4,904,927.6",4.748697186,63.69105224,13.41232126,,,,1
case,JUN 2021,202123,80+,all_types,475,"6,613,637",772,"1,896,933.55",7.182129893,40.69726111,5.666461303,,,,1
case,JUN 2021,202123,all_ages_adj,Janssen,872,"7,442,610","45,371","84,117,505.15",11.71631995,53.93764344,4.603633537,12.69760632,55.78856444,4.393628456,0
case,JUN 2021,202123,all_ages_adj,Moderna,"1,435","39,043,931","45,371","84,117,505.15",3.675347137,53.93764344,14.67552355,3.314943948,55.78856444,16.82941411,0
case,JUN 2021,202123,all_ages_adj,Pfizer,"2,812","50,036,066","45,371","84,117,505.15",5.61994622,53.93764344,9.597537294,5.264451236,55.78856444,10.59722314,0
case,JUN 2021,202123,all_ages_adj,all_types,"5,129","96,596,485","45,371","84,117,505.15",5.309717015,53.93764344,10.15828966,5.10613116,55.78856444,10.92579934,0
case,JUN 2021,202124,12-17,all_types,46,"1,813,199","4,085","12,920,990",2.536952646,31.61522453,12.46188989,,,,0
case,JUN 2021,202124,18-29,all_types,713,"13,376,468","11,721","21,930,919",5.330256089,53.44509275,10.02674015,,,,0
case,JUN 2021,202124,30-49,all_types,"1,715","28,118,950","16,212","26,903,588",6.09908976,60.25962039,9.880100599,,,,0
case,JUN 2021,202124,50-64,all_types,"1,435","26,919,693","7,714","14,091,600",5.330670004,54.74183201,10.26922169,,,,0
case,JUN 2021,202124,65-79,all_types,"1,149","22,361,996","2,817","4,811,999.6",5.138181762,58.541152,11.3933595,,,,1
case,JUN 2021,202124,80+,all_types,504,"6,656,359",702,"1,874,872.55",7.571706995,37.4425451,4.945059961,,,,1
case,JUN 2021,202124,all_ages_adj,Janssen,901,"7,694,144","43,251","82,533,969.15",11.71020454,52.40387739,4.475060808,10.79873505,53.85721658,4.987363458,0
case,JUN 2021,202124,all_ages_adj,Moderna,"1,524","40,040,675","43,251","82,533,969.15",3.806129642,52.40387739,13.76828493,3.439944295,53.85721658,15.65642114,0
case,JUN 2021,202124,all_ages_adj,Pfizer,"3,129","51,436,855","43,251","82,533,969.15",6.083186851,52.40387739,8.614543441,5.726705716,53.85721658,9.404572062,0
case,JUN 2021,202124,all_ages_adj,all_types,"5,562","99,246,665","43,251","82,533,969.15",5.60421854,52.40387739,9.350791198,5.392835228,53.85721658,9.98680922,0
case,JUN 2021,202125,12-17,all_types,95,"2,964,248","4,732","12,582,529",3.204860052,37.60770192,11.73458476,,,,0
case,JUN 2021,202125,18-29,all_types,"1,016","13,953,169","13,227","21,605,408",7.281499995,61.22078324,8.407715894,,,,0
case,JUN 2021,202125,30-49,all_types,"2,443","28,967,885","18,068","26,438,548",8.43347728,68.33960776,8.103372487,,,,0
case,JUN 2021,202125,50-64,all_types,"1,848","27,424,566","8,155","13,830,379",6.738484029,58.96440004,8.750395457,,,,0
case,JUN 2021,202125,65-79,all_types,"1,439","22,531,322","3,056","4,725,279.6",6.386664751,64.67342165,10.12632167,,,,1
case,JUN 2021,202125,80+,all_types,531,"6,695,112",749,"1,854,684.55",7.931159329,40.38422599,5.091843993,,,,1
case,JUN 2021,202125,all_ages_adj,Janssen,"1,095","7,944,580","47,987","81,036,828.15",13.78298161,59.2162861,4.296333536,12.58721887,60.53752847,4.809444333,0
case,JUN 2021,202125,all_ages_adj,Moderna,"2,008","40,822,943","47,987","81,036,828.15",4.918802645,59.2162861,12.03876032,4.613806147,60.53752847,13.12095189,0
case,JUN 2021,202125,all_ages_adj,Pfizer,"4,262","53,692,974","47,987","81,036,828.15",7.937723844,59.2162861,7.460109126,7.776392754,60.53752847,7.784782789,0
case,JUN 2021,202125,all_ages_adj,all_types,"7,372","102,536,302","47,987","81,036,828.15",7.189648794,59.2162861,8.236325277,7.110858758,60.53752847,8.513392057,0
case,JUN 2021,202126,12-17,all_types,152,"3,736,224","6,715","12,282,501",4.068278561,54.67127583,13.43842979,,,,0
case,JUN 2021,202126,18-29,all_types,"1,764","14,510,469","17,616","21,296,082",12.15674008,82.71944107,6.804409781,,,,0
case,JUN 2021,202126,30-49,all_types,"4,022","29,769,450","24,132","26,000,000",13.51049482,92.81538462,6.869873077,,,,0
case,JUN 2021,202126,50-64,all_types,"2,711","27,884,341","10,028","13,589,404",9.722302564,73.79278738,7.590052551,,,,0
case,JUN 2021,202126,65-79,all_types,"1,866","22,682,922","3,737","4,646,201.6",8.226453364,80.43129252,9.777152919,,,,1
case,JUN 2021,202126,80+,all_types,711,"6,728,918",898,"1,836,870.55",10.56633474,48.88749509,4.626722162,,,,1
case,JUN 2021,202126,all_ages_adj,Janssen,"1,738","8,178,729","63,126","79,651,059.15",21.25024561,79.25318342,3.729518467,21.26584734,80.29896759,3.775958997,0
case,JUN 2021,202126,all_ages_adj,Moderna,"2,943","41,551,199","63,126","79,651,059.15",7.082828103,79.25318342,11.18948283,7.016088683,80.29896759,11.44497614,0
case,JUN 2021,202126,all_ages_adj,Pfizer,"6,528","55,505,894","63,126","79,651,059.15",11.76091317,79.25318342,6.738693011,11.85811819,80.29896759,6.771645069,0
case,JUN 2021,202126,all_ages_adj,all_types,"11,226","105,312,324","63,126","79,651,059.15",10.65972108,79.25318342,7.434827124,10.87045052,80.29896759,7.386903372,0
case,JUL 2021,202127,12-17,all_types,223,"4,164,048","9,347","12,059,958",5.35536574,77.50441585,14.47229183,,,,0
case,JUL 2021,202127,18-29,all_types,"3,333","14,912,338","28,358","21,040,261",22.35062,134.7796969,6.030244211,,,,0
case,JUL 2021,202127,30-49,all_types,"6,854","30,344,588","36,568","25,639,688",22.58722379,142.6226403,6.314305895,,,,0
case,JUL 2021,202127,50-64,all_types,"4,566","28,218,094","14,912","13,389,536",16.18110706,111.3705509,6.88275224,,,,0
case,JUL 2021,202127,65-79,all_types,"3,096","22,794,929","5,356","4,579,313.6",13.58196817,116.9607602,8.611473596,,,,1
case,JUL 2021,202127,80+,all_types,"1,002","6,753,724","1,192","1,821,685.55",14.83625923,65.43390543,4.410404566,,,,1
case,JUL 2021,202127,all_ages_adj,Janssen,"2,739","8,369,413","95,733","78,530,442.15",32.72630948,121.9055915,3.72500271,29.88768343,122.6962691,4.105245206,0
case,JUL 2021,202127,all_ages_adj,Moderna,"4,820","42,083,117","95,733","78,530,442.15",11.45352422,121.9055915,10.64350056,11.40967248,122.6962691,10.7537065,0
case,JUL 2021,202127,all_ages_adj,Pfizer,"11,470","56,658,225","95,733","78,530,442.15",20.24419226,121.9055915,6.021756261,20.71504052,122.6962691,5.923052335,0
case,JUL 2021,202127,all_ages_adj,all_types,"19,074","107,187,721","95,733","78,530,442.15",17.79494873,121.9055915,6.850572784,18.26888523,122.6962691,6.716133336,0
case,JUL 2021,202128,12-17,all_types,488,"4,510,794","15,121","11,800,155",10.81849448,128.1423846,11.84475204,,,,0
case,JUL 2021,202128,18-29,all_types,"5,976","15,232,946","46,246","20,763,276",39.23075681,222.729785,5.677427691,,,,0
case,JUL 2021,202128,30-49,all_types,"12,857","30,801,645","58,866","25,257,459",41.74127713,233.0638248,5.583533635,,,,0
case,JUL 2021,202128,50-64,all_types,"8,467","28,478,127","23,715","13,177,379",29.73159014,179.9675034,6.053073601,,,,0
case,JUL 2021,202128,65-79,all_types,"5,572","22,882,085","7,989","4,508,539.6",24.35092781,177.1970684,7.27680973,,,,1
case,JUL 2021,202128,80+,all_types,"1,838","6,773,625","1,776","1,805,505.55",27.13465833,98.3658012,3.625098205,,,,1
case,JUL 2021,202128,all_ages_adj,Janssen,"4,844","8,523,675","153,713","77,312,314.15",56.82994718,198.8208498,3.498522517,55.2943412,198.859701,3.596384308,0
case,JUL 2021,202128,all_ages_adj,Moderna,"9,301","42,450,228","153,713","77,312,314.15",21.91036524,198.8208498,9.074282771,22.52046413,198.859701,8.830177737,0
case,JUL 2021,202128,all_ages_adj,Pfizer,"20,943","57,627,890","153,713","77,312,314.15",36.34177826,198.8208498,5.470861893,37.29828035,198.859701,5.331605081,0
case,JUL 2021,202128,all_ages_adj,all_types,"35,198","108,679,222","153,713","77,312,314.15",32.38705555,198.8208498,6.138898595,33.32934627,198.859701,5.966504696,0
case,JUL 2021,202129,12-17,all_types,893,"4,773,751","25,213","11,501,058",18.70646374,219.2233097,11.71912087,,,,0
case,JUL 2021,202129,18-29,all_types,"10,392","15,501,999","72,909","20,457,066",67.03651574,356.400082,5.316506654,,,,0
case,JUL 2021,202129,30-49,all_types,"22,126","31,178,077","95,913","24,808,007",70.96653203,386.6211421,5.447936246,,,,0
case,JUL 2021,202129,50-64,all_types,"15,376","28,690,101","38,541","12,913,172",53.59339795,298.462686,5.569019645,,,,0
case,JUL 2021,202129,65-79,all_types,"10,212","22,956,331","13,102","4,420,274.6",44.48446052,296.4069246,6.663156553,,,,1
case,JUL 2021,202129,80+,all_types,"3,294","6,790,194","2,871","1,786,337.55",48.51113238,160.7199043,3.313052002,,,,1
case,JUL 2021,202129,all_ages_adj,Janssen,"8,050","8,660,756","248,549","75,885,915.15",92.94800593,327.5298183,3.523796073,87.55249567,328.2064838,3.748682219,0
case,JUL 2021,202129,all_ages_adj,Moderna,"16,713","42,745,904","248,549","75,885,915.15",39.09848298,327.5298183,8.377046712,41.10215109,328.2064838,7.98514129,0
case,JUL 2021,202129,all_ages_adj,Pfizer,"37,340","58,405,857","248,549","75,885,915.15",63.93194436,327.5298183,5.12310116,65.22964665,328.2064838,5.031553911,0
case,JUL 2021,202129,all_ages_adj,all_types,"62,293","109,890,453","248,549","75,885,915.15",56.68645301,327.5298183,5.777920489,57.75644684,328.2064838,5.682594788,0
case,JUL 2021,202130,12-17,all_types,"1,513","5,024,923","37,261","11,138,213",30.10991412,334.5330171,11.11039426,,,,0
case,JUL 2021,202130,18-29,all_types,"16,116","15,779,258","106,654","20,051,896",102.1340801,531.8898522,5.207760738,,,,0
case,JUL 2021,202130,30-49,all_types,"33,004","31,557,340","138,091","24,191,439",104.5842267,570.8259025,5.458049656,,,,0
case,JUL 2021,202130,50-64,all_types,"23,367","28,901,618","56,281","12,559,366",80.85014479,448.1197538,5.5425968,,,,0
case,JUL 2021,202130,65-79,all_types,"16,270","23,030,788","19,387","4,305,109.6",70.64456501,450.3253529,6.374522271,,,,1
case,JUL 2021,202130,80+,all_types,"5,077","6,807,197","4,490","1,763,112.55",74.58282756,254.6632658,3.414502697,,,,1
case,JUL 2021,202130,all_ages_adj,Janssen,"11,732","8,802,909","362,164","74,009,136.15",133.2741256,489.3503949,3.671758434,120.5760493,490.2816061,4.066160807,0
case,JUL 2021,202130,all_ages_adj,Moderna,"26,405","43,035,242","362,164","74,009,136.15",61.35668994,489.3503949,7.975501862,61.32319315,490.2816061,7.995043652,0
case,JUL 2021,202130,all_ages_adj,Pfizer,"56,932","59,184,731","362,164","74,009,136.15",96.19372943,489.3503949,5.087134035,98.10584292,490.2816061,4.997476109,0
case,JUL 2021,202130,all_ages_adj,all_types,"95,347","111,101,124","362,164","74,009,136.15",85.82001385,489.3503949,5.702054485,87.06065596,490.2816061,5.63149451,0
case,AUG 2021,202131,12-17,all_types,"2,258","5,254,156","46,078","10,715,217",42.97550358,430.0239557,10.00625751,,,,0
case,AUG 2021,202131,18-29,all_types,"19,755","16,033,256","124,622","19,591,802",123.2126525,636.0925861,5.162558984,,,,0
case,AUG 2021,202131,30-49,all_types,"42,215","31,908,099","165,599","23,487,369",132.3018335,705.0555556,5.329144254,,,,0
case,AUG 2021,202131,50-64,all_types,"31,215","29,103,914","70,514","12,170,628",107.2536154,579.378484,5.401948285,,,,0
case,AUG 2021,202131,65-79,all_types,"21,897","23,101,718","25,019","4,183,391.75",94.7851584,598.0553937,6.309589009,,,,1
case,AUG 2021,202131,80+,all_types,"6,848","6,823,316","5,634","1,737,880.55",100.3617596,324.1879886,3.230194349,,,,1
case,AUG 2021,202131,all_ages_adj,Janssen,"14,694","8,927,543","437,466","71,886,288.3",164.5917583,608.5527718,3.697346562,149.015037,613.0566581,4.114059026,0
case,AUG 2021,202131,all_ages_adj,Moderna,"35,070","43,292,005","437,466","71,886,288.3",81.00802908,608.5527718,7.512252535,83.07509189,613.0566581,7.379548359,0
case,AUG 2021,202131,all_ages_adj,Pfizer,"73,947","59,926,354","437,466","71,886,288.3",123.3964609,608.5527718,4.931687402,124.8778942,613.0566581,4.909248848,0
case,AUG 2021,202131,all_ages_adj,all_types,"124,188","112,224,459","437,466","71,886,288.3",110.6603686,608.5527718,5.499283795,111.2348383,613.0566581,5.511372765,0
case,AUG 2021,202132,12-17,all_types,"2,833","5,456,455","58,244","10,287,091",51.92015695,566.1853288,10.90492329,,,,0
case,AUG 2021,202132,18-29,all_types,"20,461","16,274,061","131,810","19,116,673",125.7276841,689.502823,5.484097063,,,,0
case,AUG 2021,202132,30-49,all_types,"47,116","32,241,787","180,635","22,757,407",146.1333393,793.7415717,5.431625496,,,,0
case,AUG 2021,202132,50-64,all_types,"35,718","29,299,245","79,207","11,789,780",121.9075782,671.8276338,5.510958743,,,,0
case,AUG 2021,202132,65-79,all_types,"25,228","23,169,729.8","28,809","4,066,041.75",108.883445,708.5269107,6.50720512,,,,1
case,AUG 2021,202132,80+,all_types,"8,058","6,838,200","6,670","1,713,242.55",117.8380276,389.3202396,3.303859099,,,,1
case,AUG 2021,202132,all_ages_adj,Janssen,"16,068","9,066,806","485,375","69,730,235.3",177.2178648,696.0753795,3.92779464,159.8183573,702.0312451,4.392682148,0
case,AUG 2021,202132,all_ages_adj,Moderna,"40,240","43,539,341","485,375","69,730,235.3",92.42216137,696.0753795,7.531476966,91.24066285,702.0312451,7.694280414,0
case,AUG 2021,202132,all_ages_adj,Pfizer,"82,872","60,594,834","485,375","69,730,235.3",136.7641341,696.0753795,5.0896047,137.6966281,702.0312451,5.09839097,0
case,AUG 2021,202132,all_ages_adj,all_types,"139,414","113,279,477.8","485,375","69,730,235.3",123.0708357,696.0753795,5.655892199,122.6966045,702.0312451,5.721684376,0
case,AUG 2021,202133,12-17,all_types,"3,724","5,686,530","78,646","9,929,189",65.48809204,792.0687178,12.09485104,,,,0
case,AUG 2021,202133,18-29,all_types,"21,045","16,515,611","130,255","18,658,367",127.4248951,698.1050378,5.478560818,,,,0
